block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0662,13,README Files,chapters/13-maintenance-evolution.qmd,1206,markdown,# TaskFlow API,npm test,23,ddd9b15abbc506741f6d22f5b0e49233f214e15b5695305dff9ab31af537defb,PLAIN_VERBATIM
block-0663,13,Project Structure,chapters/13-maintenance-evolution.qmd,1240,(untyped),src/,└── e2e/           # End-to-end tests,11,9e813ecf9c691a14b73d4500895ddd14968da58eaf85d513031aa33f9f3a9724,ASCII_DIAGRAM
block-0664,13,Running Tests,chapters/13-maintenance-evolution.qmd,1275,bash,# All tests,npm run test:coverage,8,5a7ea188b0bf4421d274a2063d744e1195d2c43917ec2cae396dfc3d14cdc184,TERMINAL_SESSION
block-0665,13,License,chapters/13-maintenance-evolution.qmd,1306,(untyped),"A README should get someone from zero to productive quickly. Start with the minimum: what it is, how to run it, how to test it. Add more documentation as the project grows, but keep the README focused on getting started.",**Semantic Versioning (SemVer)** encodes compatibility information in version numbers. A version number MAJOR.MINOR.PATCH communicates the nature of changes:,26,1a896c1cff5c6c4d2a1c36f707f9dcb585a7541af22617820539400af35a16a7,PLAIN_VERBATIM
block-0666,13,License,chapters/13-maintenance-evolution.qmd,1337,(untyped),The power of SemVer is in the promises it makes. Users can trust that upgrading from 2.4.0 to 2.5.0 won't break their code. They can automate minor and patch updates with confidence. They know to approach major updates with care and testing.,},19,12bf98dc7a33ffe68b1bee9db08e7f73704aa34f3f5f9e447fcf2632c641c251,PLAIN_VERBATIM
block-0667,13,Change Management,chapters/13-maintenance-evolution.qmd,1365,markdown,# Changelog,...,30,1b93ce5dc24d222b6c61111372670591aa003dd5667400244943e483bfd18a5f,PLAIN_VERBATIM
block-0668,13,Change Management,chapters/13-maintenance-evolution.qmd,1400,markdown,# Migrating from v2 to v3,const user = await auth.verifyToken(token);,12,6bb949577023e0de1de0a04026be1882a5d385681ffebea0e87453ffbe52a3d4,PLAIN_VERBATIM
block-0669,13,Change Management,chapters/13-maintenance-evolution.qmd,1417,javascript,"const { token, user } = await auth.authenticate({ email, password });",// Token verification is now automatic in middleware,2,c683ec2616d6f9a6abaf5019d71fd61e9256a297c99ee0d09f3f7a5346498d88,PROGRAM_CODE
block-0670,13,Configuration Changes,chapters/13-maintenance-evolution.qmd,1428,javascript,const config = require('./config');,const config = require('./config');,1,8fe62496d03cf2873e4638ce1cf9a6a468e211fc1c4d645f825667e8413c7707,PROGRAM_CODE
block-0671,13,Configuration Changes,chapters/13-maintenance-evolution.qmd,1434,javascript,const config = require('./config')[process.env.NODE_ENV];,const config = require('./config')[process.env.NODE_ENV];,1,4750991b5f246b30e9855446320ff9aacfccb5f961ac9af54d7fdb12e28bc62f,PROGRAM_CODE
block-0672,13,Deprecated Features Removed,chapters/13-maintenance-evolution.qmd,1447,(untyped),"**Release branches** allow maintaining multiple versions simultaneously. While you develop version 3, you might need to release security patches for version 2:","**Release branches** allow maintaining multiple versions simultaneously. While you develop version 3, you might need to release security patches for version 2:",2,5f05f321fe1cc5d377529d5be4cd698934568e9cdfe406e682c297abe1abf3a6,PLAIN_VERBATIM
block-0673,13,Deprecated Features Removed,chapters/13-maintenance-evolution.qmd,1455,(untyped),### Database Migrations,};,33,bfff40ce3e069126e3f61cfe172cb8c4de736bd28ccc3b516612c8620d256303,PLAIN_VERBATIM
block-0674,13,API Versioning,chapters/13-maintenance-evolution.qmd,1507,(untyped),GET /api/v1/tasks,GET /api/v2/tasks,2,bc4984e91334cc749f59fdf4195b26f67939257275fe9146cb5041f1db44725a,PLAIN_VERBATIM
block-0675,13,API Versioning,chapters/13-maintenance-evolution.qmd,1514,(untyped),GET /api/tasks,Accept: application/vnd.taskflow.v2+json,2,6d8eecfa2e0b89fc039cc4d53a29192f953bfe43e81184d2b7c59503988f39cd,PLAIN_VERBATIM
block-0676,13,API Versioning,chapters/13-maintenance-evolution.qmd,1521,(untyped),GET /api/tasks?version=2,GET /api/tasks?version=2,1,b6cacdf1fa9f1cde5d23e2f169b3094ff3ddda134b957050b449f1cb14282eec,PLAIN_VERBATIM
block-0677,13,Structural Patterns for Maintainability,chapters/13-maintenance-evolution.qmd,1555,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,35,408b3a42f26e4cb701bcb8de7226eeb85e732af5beb7ec03b11e5409b947aae2,ASCII_DIAGRAM
block-0678,13,Structural Patterns for Maintainability,chapters/13-maintenance-evolution.qmd,1597,(untyped),# Traditional structure (by technical role),└── errors.js,35,6c653646d61e9948e9447ab54dd715aa8dc8528bec7d75d82c37be683b08eba0,ASCII_DIAGRAM
block-0679,13,Testing for Maintainability,chapters/13-maintenance-evolution.qmd,1643,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,21,b5cac86773302c8ae3e9619c743f6a93d446389256a5e989b31be3413db602e6,ASCII_DIAGRAM
block-0680,13,Testing for Maintainability,chapters/13-maintenance-evolution.qmd,1669,javascript,// Bad: Tests implementation details,});,22,e4c2cb593e4deca2b41b52f053fed767804bb939c2672a46d9196464bcba1e13,PROGRAM_CODE
block-0681,14,Ethical Reasoning Frameworks,chapters/14-ethics-professionalism.qmd,48,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,67,ff118a90f7e75f6e0effc4734bb2ddb1d0865f0a1e4a5109d9127bd683a476b3,ASCII_DIAGRAM
block-0682,14,Open Source Licensing,chapters/14-ethics-professionalism.qmd,211,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,59,39a99ac03256536b60767d6c329396507095ce7fee6259467d39cb977a1dc86d,ASCII_DIAGRAM
block-0683,14,License Compatibility and Compliance,chapters/14-ethics-professionalism.qmd,285,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,19,8f8e96c58af142f2d2c2d249880ce349690f472d98f00a17994b70e0a7faec3a,ASCII_DIAGRAM
block-0684,14,Roles and Responsibilities,chapters/14-ethics-professionalism.qmd,365,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,45,96778fb512c4c347838318d50ed7863e7272ecd541d8a274a5077eef5eeff652,ASCII_DIAGRAM
block-0685,15,Assessing Project State,chapters/15-final-project-integration.qmd,52,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,41,328194030d5c88a8f72953898170486464e8450114956f63e1ddffb34536a734,ASCII_DIAGRAM
block-0686,15,User Experience Polish,chapters/15-final-project-integration.qmd,163,javascript,// Level 1: Crashes or shows technical error,});,70,3a482215307bd3dfd4445496c763e352cd1dfdcbf183b5f60b1b2e05713e5a5b,PROGRAM_CODE
block-0687,15,Testing Strategy,chapters/15-final-project-integration.qmd,286,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,40,fb086dcf0e7cd95f2ae713458a8ba47db90c5992cd4350a0bb8cd39d32ebe3cd,ASCII_DIAGRAM
block-0688,15,README Excellence,chapters/15-final-project-integration.qmd,457,markdown,# TaskFlow - Collaborative Task Management,npm run dev,50,382e99ecc8a3f32fbe9f4b9027e3d12d78447d45d74e0a82d598316791e4f32f,PLAIN_VERBATIM
block-0689,15,Running Tests,chapters/15-final-project-integration.qmd,514,bash,# Run all tests,npm run test:integration,9,49b01c03c13213e6ed355aaf7a56cb6a9e03aa54aaca8c49e7c270169ac80f42,TERMINAL_SESSION
block-0690,15,Project Structure,chapters/15-final-project-integration.qmd,528,(untyped),taskflow/,└── scripts/           # Build and deployment scripts,12,8aacd61d2b24e1b035b008276c12e086349a4a3d21f2b845f14373c9064733f4,ASCII_DIAGRAM
block-0691,15,Acknowledgments,chapters/15-final-project-integration.qmd,598,(untyped),### Architecture Documentation,## Architecture Diagram,15,b6141d396dbf08a0f2b2305930c89236dabf14dba34bc9292ce1f1a858088514,PLAIN_VERBATIM
block-0692,15,Acknowledgments,chapters/15-final-project-integration.qmd,618,(untyped),## Component Details,The backend follows a layered architecture:,18,a23e0b59969b818c0dab3ba0719d5e525bfe3c36af5cbc930961cabdef386e6b,PLAIN_VERBATIM
block-0693,15,Acknowledgments,chapters/15-final-project-integration.qmd,641,(untyped),"**API Layer**: Handles HTTP concerns—parsing requests, validating","assignee_id, team_id, created_by, created_at, updated_at)",19,528313cbbf9442ce4ef21072d4c4dd7e757c3996139dd2cc03f470ea17f70f6d,PLAIN_VERBATIM
block-0694,15,Security Architecture,chapters/15-final-project-integration.qmd,701,(untyped),### Lessons Learned Document,"Plan for 80% scope with schedule, not 100%.",80,dae122045820d87154980cb5e783daccd6bceba42081519ec36ef6f9888d3022,PLAIN_VERBATIM
block-0695,15,The Software Development Lifecycle Revisited,chapters/15-final-project-integration.qmd,794,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,45,d11681e3fcb48deba0507bef72292e353ba34df5015394c7b991032b1780c2c1,ASCII_DIAGRAM
