chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
13,How to Read a Paper (Three-Pass Method),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,"- Read carefully, but skip proofs",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1610
13,How to Read a Paper (Three-Pass Method),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Work through proofs and derivations,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1617
13,Critical Reading Questions,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Is the complexity analysis tight? Are there hidden constants?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1626
13,Critical Reading Questions,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Are proofs rigorous? Any gaps?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1637
13,Critical Reading Questions,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Do theorems match experimental results?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1639
13,Project Description,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Explain time/space complexity,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1683
13,Project Description,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Describe key proof techniques,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1684
13,Project Description,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Can you improve worst-case or average-case performance?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1699
13,Analysis Template,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,CODE,Fenced block at lines 1731-1802,,,markdown,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
13,Summary: Algorithms Shaping the Future,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,- Beyond worst-case analysis: algorithms for real-world data,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1810
13,Summary: Algorithms Shaping the Future,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,PROOF,- Zero-knowledge proofs: proving without revealing,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1830
13,Understanding,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,1. Smoothed Analysis: Explain why sorted input (worst-case for quicksort) is fragile under perturbation.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1846
13,Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/13-Research-Industry-Applications.qmd,MATHEMATICAL_CLAIM,"6. Privacy-Utility Tradeoff: For Census data with differential privacy (ε=1), calculate expected error in population count.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1858
14,The Integration Challenge,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,MATHEMATICAL_CLAIM,"Interface mismatches: One module returns NumPy arrays, another returns Python lists, a third returns custom objects. Converting between them adds complexity.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 43
14,The Adapter Pattern,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 61-75,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,The Facade Pattern,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 88-115,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,The Builder Pattern,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 128-161,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Dependency Management,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,PSEUDOCODE,Fenced block at lines 174-180,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Dependency Management,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 189-191,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Dependency Management,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 196-198,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Dependency Management,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 207-219,,,yaml,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Integration Testing,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 230-257,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Performance Optimization: Making It Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,MATHEMATICAL_CLAIM,Your algorithms have good time complexity. But does your code actually run fast? Let's bridge theory and practice.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 286
14,Python's cProfile,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 305-321,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Python's cProfile,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,MATHEMATICAL_CLAIM,- Unexpectedly high cumtime (investigate what it's calling),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 331
14,Line-by-Line Profiling,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 337-347,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Memory Profiling,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 355-360,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Memory Profiling,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,MATHEMATICAL_CLAIM,- Unexpected memory growth,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 364
14,1. Avoid Redundant Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 374-379,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,1. Avoid Redundant Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 384-388,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,2. Use Appropriate Data Structures,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 395-397,,O(n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,2. Use Appropriate Data Structures,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 402-404,,O(1),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,3. Vectorize with NumPy,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 413-415,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,3. Vectorize with NumPy,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 420-420,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,4. Cache Expensive Computations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 430-435,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,5. Use Generators for Large Data,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 446-450,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,5. Use Generators for Large Data,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 455-461,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,6. Parallelize Independent Work,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 467-478,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,For Graph Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,COMPLEXITY,"Impact: Can change complexity class (e.g., O(V²) → O(V+E) for sparse graphs).",,O(V²) O(V+E),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 497
14,For Dynamic Programming,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,COMPLEXITY,"Impact: O(n²) space → O(n) space, enables solving larger instances.",,O(n²) O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 503
14,The Documentation Pyramid,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 523-537,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,The Documentation Pyramid,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 542-563,,O(log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,The Documentation Pyramid,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 568-580,,O(log n) O(log n) o(n),`markdown,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Point update,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,PSEUDOCODE,Fenced block at lines 595-597,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Point update,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,PSEUDOCODE,Fenced block at lines 601-604,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Point update,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 609-634,,O(log n) O(log n) O(n),`markdown,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Point update,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,CODE,Fenced block at lines 639-652,,,`markdown,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
14,Point update,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/14-Project-Development.qmd,PSEUDOCODE,Fenced block at lines 656-672,,O(log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
